ETA,PHI,PT
-0.170326, 0.383383, 0.583316
-0.0609539, 0.43961, 0.93211
0.186564, 0.504995, 0.217656
-0.119365, 0.1742, 0.360705
0.310846, 0.00148352, 0.591502
0.347277, 0.284315, 1.39832
-0.0135571, 0.182702, 0.283598
0.0943187, 0.112938, 1.01861
0.232956, 0.224795, 0.552676
0.0811899, 0.192255, 1.08152
0.174348, 0.174513, 1.8107
0.121724, 0.207607, 13.2806
0.139937, 0.221335, 7.63365
0.163818, 0.221657, 4.18391
0.162286, 0.205136, 29.2605
0.138637, 0.198004, 5.7068
0.140061, 0.190278, 4.87243
0.14869, 0.193226, 25.7689
@@@,@@@,@@@
0.293875, 0.995124, 102.755
0.51487, 0.673769, 0.846947
0.473491, 0.763606, 0.409309
0.446721, 1.28961, 0.94619
0.463506, 1.18731, 0.721565
0.055403, 1.00371, 0.124694
0.209694, 0.805714, 0.559142
0.257638, 0.820192, 4.30718
0.297338, 1.17733, 2.66224
0.365531, 1.10615, 0.704299
0.283244, 1.02753, 8.03745
0.274147, 0.989682, 22.1667
0.300466, 0.995372, 34.5131
0.288383, 0.998608, 26.9938
@@@,@@@,@@@
0.447618, 1.72195, 103.053
0.563435, 2.0855, 0.498928
0.468553, 2.01934, 0.995121
0.387542, 2.00291, 0.415545
0.308273, 1.47936, 0.971355
0.419285, 1.44878, 0.755528
0.203048, 1.60853, 1.3985
0.550621, 1.48564, 2.09015
0.569382, 1.92201, 2.14428
0.615756, 1.58462, 0.714128
0.484862, 1.52142, 1.03879
0.506961, 1.56656, 0.147549
0.526164, 1.86984, 2.98464
0.466589, 1.84198, 0.629306
0.330419, 1.68064, 2.58111
0.464842, 1.83942, 0.38016
0.511232, 1.68517, 2.00779
0.372017, 1.70275, 0.806226
0.458654, 1.65755, 2.70754
0.436169, 1.67382, 8.73503
0.489031, 1.74761, 1.74824
0.468649, 1.69632, 5.90126
0.472862, 1.7071, 18.351
0.396301, 1.73952, 12.8622
0.46464, 1.73079, 1.41575
0.436016, 1.74398, 25.4543
0.431736, 1.75924, 5.68221
@@@,@@@,@@@
-0.139176, 3.80012, 106.262
-0.385563, 3.49466, 0.248012
-0.161147, 4.12812, 0.160897
-0.280523, 4.07126, 1.13778
-0.436407, 3.73116, 0.606418
0.0821212, 3.64656, 0.465612
-0.283821, 3.6673, 1.09627
-0.143012, 3.64093, 0.513413
-0.0612319, 3.88572, 0.303166
-0.0668066, 3.88273, 1.93052
-0.193265, 3.74657, 12.6251
-0.0559684, 3.78938, 0.558863
-0.128161, 3.86065, 2.21888
-0.126078, 3.86025, 2.64753
-0.15254, 3.80481, 6.02858
-0.130393, 3.81736, 4.66329
-0.124167, 3.80175, 39.0661
-0.127811, 3.80287, 32.112
@@@,@@@,@@@
1.3453, 4.88177, 107.136
1.13007, 4.69903, 0.177929
1.1374, 5.01506, 0.521851
1.5543, 4.90815, 0.87869
1.50668, 4.78833, 0.260655
1.24492, 4.77324, 1.01095
1.25029, 4.80869, 0.782696
2.10869, 4.96834, 0.0778427
1.23711, 4.93502, 0.498221
1.26135, 4.92628, 1.34669
1.40055, 4.80402, 0.154628
1.28371, 4.87724, 1.65395
1.3029, 4.84403, 2.90156
1.33689, 4.84306, 6.60057
1.33619, 4.86964, 5.54967
1.36115, 4.87061, 1.82296
1.34483, 4.88464, 12.2718
1.35093, 4.88848, 70.6549
@@@,@@@,@@@
-2.20412, 5.7527, 103.993
-1.83513, 5.80491, 5.17766
-2.44563, 5.63551, 2.43817
-2.17091, 5.92544, 0.424798
-2.22169, 5.91852, 1.01851
-2.2088, 5.61074, 2.80436
-2.26403, 5.86291, 0.155232
-2.27724, 5.69517, 4.06841
-2.29078, 5.77458, 4.8789
-2.14732, 5.80111, 6.18436
-2.19459, 5.68549, 0.646421
-2.26531, 5.74338, 11.4099
-2.21019, 5.7472, 32.5987
-2.18787, 5.76181, 28.2742
-2.1945, 5.76583, 4.00593
