ETA,PHI,PT
0.648368, 3.21783, 0.0537857
0.577325, 2.96968, 2.56123
0.610986, 3.21211, 0.210172
0.567482, 3.01813, 2.28937
0.562529, 3.26209, 2.3535
0.528784, 3.02601, 6.83062
0.528822, 3.19738, 0.298748
0.439395, 2.98063, 0.55483
0.279814, 3.2162, 3.83957
0.364943, 2.98373, 0.143768
0.311063, 3.21103, 3.37398
0.297444, 3.13867, 2.71677
0.323112, 3.17893, 9.4401
0.381855, 3.21655, 0.76913
0.384895, 3.20804, 1.46534
0.327748, 3.13055, 2.29552
0.397814, 3.01994, 1.68109
0.471882, 3.07524, 3.28399
0.429176, 3.05898, 2.09856
0.433498, 3.04837, 7.6841
0.365821, 3.06398, 2.42592
0.348048, 3.13138, 5.0438
0.440656, 3.16613, 6.61377
0.357999, 3.08498, 1.02393
0.366074, 3.13908, 0.354352
0.434882, 3.12988, 6.81426
0.432862, 3.0973, 1.5032
0.405813, 3.08368, 3.77806
0.403416, 3.11266, 22.9531
@@@,@@@,@@@
-0.0368529, 5.0218, 106.765
-0.118106, 4.68312, 1.65526
-0.093485, 4.71753, 1.27087
-0.255555, 4.80998, 0.132451
-0.231863, 5.24579, 0.628683
-0.270665, 4.89056, 0.556762
-0.286551, 5.09093, 1.07622
-0.275874, 4.9825, 5.25116
0.199575, 4.93896, 1.64458
-0.118124, 4.83829, 2.62541
-0.23168, 5.0996, 0.697948
-0.0456126, 4.90554, 6.46816
-0.152186, 5.05066, 1.72611
-0.143019, 5.06645, 4.66782
-0.102911, 5.13967, 1.40311
0.0403605, 4.92321, 2.34965
0.0275855, 4.94879, 1.61051
0.0660778, 5.05145, 4.11711
0.050358, 5.05743, 5.42501
0.0452699, 5.04763, 7.68432
-0.00506793, 4.99724, 1.28642
0.00472067, 5.02398, 10.7138
-0.0606554, 5.03838, 3.28463
-0.0331645, 5.08697, 11.346
-0.026217, 5.03773, 3.45742
-0.0246319, 5.06313, 12.1179
-0.00724532, 5.04971, 12.2099
-0.00791412, 5.05959, 1.71611
@@@,@@@,@@@
1.15415, 0.564198, 108.073
1.31791, 0.873236, 1.97084
1.28968, 0.212944, 0.34457
0.858757, 0.658951, 0.0516351
1.42486, 0.632536, 0.808475
0.984506, 0.330911, 1.61072
1.14878, 0.306626, 2.23752
1.32224, 0.656197, 7.73592
1.09373, 0.363941, 0.867839
1.2802, 0.63042, 1.07466
1.05872, 0.441612, 1.13741
1.02778, 0.651119, 2.44985
1.2034, 0.678869, 1.61932
1.23392, 0.553241, 0.43534
1.23436, 0.523807, 0.871676
1.12684, 0.640639, 0.748745
1.16572, 0.492666, 0.229808
1.15407, 0.620814, 5.54991
1.1228, 0.557527, 22.0128
1.11973, 0.554433, 27.735
1.15172, 0.547952, 6.1642
1.1427, 0.553185, 20.4053
1.14455, 0.547595, 2.34323
@@@,@@@,@@@
-0.869834, 4.97696, 109.457
-1.31383, 4.9754, 0.278153
-0.913266, 5.26087, 0.297354
-1.02623, 4.76584, 0.472028
-1.07363, 5.08673, 4.07437
-0.991179, 4.88422, 3.11058
-0.780954, 5.10393, 0.212254
-0.791904, 5.07151, 0.00609824
-0.805476, 5.06925, 3.85983
-0.929466, 5.06075, 0.393634
-0.943892, 4.99425, 4.04443
-1.34216, 5.02387, 0.280223
-0.900414, 5.00807, 1.68008
-0.842711, 4.91078, 1.36993
-0.885361, 5.00583, 5.14393
-0.888206, 4.95928, 8.39669
-0.873248, 4.9931, 11.2733
-0.850131, 4.93181, 8.59481
-0.864509, 4.94906, 3.25829
-0.810084, 4.97271, 14.5295
-0.829562, 4.99677, 1.75831
-0.823772, 4.96067, 9.98885
-0.850289, 4.97218, 24.021
-0.832155, 4.97609, 2.51513
@@@,@@@,@@@
0.792839, 6.05949, 109.778
0.588773, 5.74927, 0.162291
0.989105, 0.0452755, 0.310668
0.500202, 5.89371, 0.261332
0.91861, 0.0668646, 1.9405
0.974119, 6.16039, 0.132834
0.612688, 6.12683, 0.927142
0.988451, 5.99462, 0.67491
0.643665, 5.93208, 0.625473
0.727776, 5.91753, 6.12551
0.787159, 5.90767, 2.79225
0.714834, 5.96655, 1.40187
0.814654, 5.96994, 9.45675
0.696235, 6.03334, 2.23917
0.698324, 6.04069, 1.50955
0.751257, 6.0135, 10.0753
0.717044, 6.05855, 6.50667
0.909127, 6.03544, 0.506615
0.787702, 6.14692, 12.3375
0.845833, 6.13352, 9.09404
0.865009, 6.0782, 4.23806
0.78442, 6.11537, 1.60233
0.790975, 6.11108, 5.68877
0.797894, 6.0619, 21.6112
0.822155, 6.06661, 9.90356
@@@,@@@,@@@
-1.8658, 0.324882, 105.489
-2.21907, 0.708601, 0.121908
-1.6594, 0.499093, 0.237677
-2.22252, 0.291107, 0.928197
-1.53917, 0.448264, 0.204646
-1.6444, 0.541469, 0.227964
-1.91123, 0.0505293, 1.4197
-1.74594, 0.104345, 0.88628
-1.81068, 0.0991518, 4.11238
-2.49596, 0.456685, 0.776649
-2.03496, 0.208531, 2.54592
-1.70168, 0.213146, 1.26438
-1.92193, 0.160009, 2.52149
-1.76037, 0.169765, 3.93515
-1.96516, 0.520472, 0.0893848
-1.83439, 0.169197, 1.08652
-1.78531, 0.213267, 2.83682
-1.89804, 0.229415, 8.34821
-1.78878, 0.40311, 0.309193
-1.82695, 0.326725, 5.85285
-1.82729, 0.365834, 0.541516
-1.80642, 0.371596, 9.14368
-1.87622, 0.343497, 7.76294
-1.82376, 0.417634, 3.39744
-1.89148, 0.38855, 0.987061
-1.85568, 0.358663, 3.60016
-1.83713, 0.399679, 9.29336
-1.86508, 0.394613, 21.8518
-1.85577, 0.379849, 11.7161
@@@,@@@,@@@
0.0840433, 1.876, 104.595
-0.196624, 1.69119, 1.31319
0.401041, 1.87068, 0.0480328
-0.157131, 2.06594, 0.108065
0.373504, 1.91087, 0.732572
0.0168708, 1.61485, 0.274184
0.117815, 2.12035, 0.785253
-0.00104816, 1.68969, 0.0513791
0.198028, 1.73103, 1.19615
0.178486, 2.01759, 1.63037
0.237683, 1.94554, 0.196182
-0.0205282, 1.98125, 0.515836
-0.0496224, 1.82363, 2.31085
0.130693, 1.74727, 3.17358
0.217669, 1.8604, 0.749023
0.156609, 1.99003, 1.18592
0.0782111, 1.77327, 1.18545
0.163951, 1.94094, 2.26339
0.00801081, 1.93323, 0.183435
0.0877424, 1.8067, 3.48918
0.051213, 1.81342, 1.79648
0.106674, 1.94845, 4.06429
0.138191, 1.91118, 4.03967
0.111537, 1.82109, 0.40126
0.12586, 1.8559, 0.378061
0.0821474, 1.92342, 3.75537
0.106388, 1.87677, 2.05451
0.0839207, 1.85223, 2.45331
0.0656546, 1.86619, 17.7261
0.0774646, 1.88274, 38.0871
0.0761188, 1.88446, 8.61872
@@@,@@@,@@@
-0.824509, 5.87751, 105.579
-0.47456, 5.86817, 1.69233
-0.600798, 5.83978, 0.495416
-0.719413, 6.06177, 1.27826
-0.65108, 5.93922, 6.50174
-0.910033, 5.67764, 2.77541
-0.901432, 5.8188, 4.14338
-0.795071, 5.80865, 7.82632
-0.862773, 5.80367, 11.4733
-0.795242, 5.85129, 13.9528
-0.851129, 5.85243, 3.815
-0.823793, 5.93814, 12.561
-0.822221, 5.93495, 5.75389
-0.819486, 5.89911, 4.50989
-0.859903, 5.87073, 5.52315
-0.868804, 5.91534, 23.4808
@@@,@@@,@@@
-0.155488, 2.49934, 101.454
-0.161443, 2.17792, 0.825686
-0.0121846, 2.423, 0.867548
-0.0287543, 2.52113, 1.36753
-0.0696919, 2.42536, 2.57614
-0.048734, 2.46167, 1.84488
-0.219588, 2.41045, 6.02169
-0.166639, 2.41617, 4.43344
-0.139251, 2.55255, 5.9383
-0.114352, 2.55624, 12.4632
-0.121318, 2.56995, 4.91393
-0.240359, 2.50322, 3.16442
-0.103819, 2.50722, 2.38591
-0.171733, 2.44121, 6.29781
-0.177801, 2.56162, 2.95569
-0.120786, 2.51372, 2.09604
-0.137787, 2.52301, 1.99352
-0.1431, 2.48519, 1.13128
-0.14173, 2.48768, 7.78465
-0.183544, 2.52713, 5.12587
-0.17475, 2.50881, 5.94162
-0.186761, 2.50262, 21.4782
@@@,@@@,@@@
-0.314015, 0.841827, 108.078
-0.243322, 1.18652, 0.229407
0.031074, 0.79437, 0.305077
-0.58574, 0.924291, 1.05003
-0.1338, 1.04053, 1.92096
-0.395058, 1.028, 0.250199
-0.163781, 0.918568, 1.36367
-0.251751, 0.96734, 4.50738
-0.240346, 0.944978, 1.78785
-0.274546, 0.954112, 5.25927
-0.396387, 0.930286, 0.22948
-0.301767, 0.947391, 4.40605
-0.274724, 0.912574, 9.95103
-0.27853, 0.900418, 11.2841
-0.398601, 0.902526, 2.57527
-0.462192, 0.740719, 1.06023
-0.437079, 0.859031, 1.25319
-0.339344, 0.905152, 1.24401
-0.267256, 0.681713, 4.65306
-0.256208, 0.832451, 0.789918
-0.400784, 0.817065, 7.66433
-0.36262, 0.84805, 5.68386
-0.338894, 0.809769, 1.69445
-0.334373, 0.800764, 0.86074
-0.312398, 0.771181, 16.9589
-0.3249, 0.754354, 12.8943
-0.339112, 0.759809, 7.37519
-0.3358, 0.765244, 1.23424
@@@,@@@,@@@
2.18486, 4.22075, 108.189
2.35683, 4.20297, 0.638195
2.21584, 4.5448, 0.238651
2.2856, 4.45658, 0.41887
2.02666, 4.17787, 2.48425
2.16276, 4.33257, 3.58217
2.29089, 4.26688, 0.143125
2.13159, 4.31089, 3.52806
2.2211, 4.31734, 4.70648
2.08062, 4.1897, 0.848122
2.26108, 4.17316, 0.652369
2.18487, 4.26811, 1.52523
2.23319, 4.23307, 3.35208
2.17037, 4.22843, 12.859
2.17713, 4.23205, 8.60636
2.21642, 4.20208, 7.75964
2.19644, 4.18073, 14.2547
2.17434, 4.20207, 31.6028
2.20208, 4.20452, 11.0978
@@@,@@@,@@@
0.332463, 2.75876, 105.536
0.695877, 2.88032, 0.126483
0.549237, 3.00358, 1.27747
0.588497, 2.93054, 0.232447
0.46395, 2.98086, 0.0125202
0.507922, 2.94543, 5.92868
0.0865178, 2.7842, 0.0557617
0.386966, 2.93993, 2.77981
0.124324, 2.72612, 1.47133
0.144742, 2.81963, 3.76335
0.356436, 2.89279, 2.80934
0.32375, 2.86012, 1.03872
0.304221, 2.89004, 8.77385
0.323472, 2.87772, 4.93614
0.387273, 2.86714, 4.01738
0.303896, 2.83732, 3.08574
0.275377, 2.76118, 18.0691
0.283538, 2.71756, 1.44876
0.336746, 2.74866, 0.660868
0.251957, 2.65949, 3.31106
0.272479, 2.63537, 5.48562
0.417688, 2.58938, 0.232957
0.41253, 2.64863, 4.86709
0.369338, 2.66306, 13.727
0.320666, 2.66955, 2.67232
0.330195, 2.63431, 11.7177
0.351672, 2.63978, 3.68982
@@@,@@@,@@@
0.893057, 2.71381, 107.173
1.02643, 2.34643, 0.581445
0.822377, 2.3444, 0.0652621
1.20482, 2.55549, 0.830242
1.19681, 2.69935, 7.75429
1.12286, 2.93053, 0.0434802
1.17914, 2.81107, 1.29722
1.05745, 2.97883, 0.102408
0.642434, 2.96604, 1.05958
0.772214, 3.00796, 0.998193
1.80899, 2.8794, 0.253051
0.55527, 2.72864, 1.06219
1.10565, 2.84656, 2.71278
1.04077, 2.4839, 0.604312
0.84658, 2.98037, 0.986544
1.08749, 2.69832, 0.0850061
0.839813, 2.90933, 0.410877
0.841114, 2.9088, 0.153616
1.02703, 2.74648, 4.13804
0.974931, 2.61199, 1.3261
0.7086, 2.75783, 0.329191
0.748262, 2.71539, 20.5438
0.770177, 2.64758, 2.57198
0.917446, 2.61186, 4.15639
0.830639, 2.60751, 5.87312
0.89871, 2.79023, 1.48375
0.808144, 2.7167, 4.21645
0.841851, 2.74509, 11.7377
0.849088, 2.71118, 7.91448
0.867414, 2.73584, 2.10055
0.896646, 2.70323, 20.9156
0.887253, 2.70124, 1.1774
@@@,@@@,@@@
-0.658866, 2.57953, 101.479
-0.725122, 2.96052, 2.37646
-1.00387, 2.4111, 0.501706
-0.397, 2.28977, 0.304318
-0.423025, 2.80651, 2.397
-0.453264, 2.8176, 0.217416
-0.758147, 2.29398, 0.2187
-0.888333, 2.41045, 6.45003
-0.619512, 2.85913, 1.55634
-0.399757, 2.47089, 0.204297
-0.922378, 2.48013, 0.348623
-0.426811, 2.67613, 1.82558
-0.438871, 2.63287, 4.95003
-0.653834, 2.34653, 0.283816
-0.573792, 2.71148, 1.63159
-0.515516, 2.60195, 13.7719
-0.678465, 2.72744, 1.44461
-0.850568, 2.6494, 2.24012
-0.563829, 2.50352, 0.118717
-0.756279, 2.54019, 10.5323
-0.754296, 2.57361, 1.87324
-0.680934, 2.5981, 6.77059
-0.688606, 2.5098, 5.1707
-0.673512, 2.51885, 4.0013
-0.668213, 2.55488, 10.4522
-0.644223, 2.55147, 22.3631
@@@,@@@,@@@
2.11674, 2.58193, 104.53
2.4283, 2.92472, 0.239446
2.24688, 2.22289, 0.718294
2.23321, 2.25503, 0.589939
2.23871, 2.45343, 5.24374
2.12749, 2.41241, 1.88595
2.26878, 2.66148, 4.54204
2.1729, 2.70393, 2.74884
2.18075, 2.6785, 3.28271
2.03211, 2.50532, 0.119191
2.09215, 2.50314, 4.95038
2.00872, 2.60855, 1.41823
2.03937, 2.52334, 1.15221
2.11642, 2.66584, 0.335003
2.06102, 2.65966, 2.4517
2.02337, 2.6173, 6.18668
2.0359, 2.60693, 9.52151
2.15617, 2.54144, 3.1923
2.12669, 2.6382, 1.02704
2.09507, 2.61882, 8.69089
2.09613, 2.61106, 7.47363
2.09073, 2.56698, 14.5696
2.1143, 2.57082, 17.0378
2.12628, 2.58634, 7.41345
@@@,@@@,@@@
-0.918099, 0.670519, 100.577
-0.571029, 0.592091, 0.579639
-0.979817, 0.323456, 1.12535
-0.932644, 1.00307, 0.243934
-0.789648, 0.934142, 0.376561
-1.14057, 0.41343, 0.293775
-0.849924, 0.383099, 1.12173
-0.661475, 0.52678, 0.612557
-0.633426, 0.692483, 3.07189
-1.15057, 0.566018, 0.466465
-1.05054, 0.468166, 1.13336
-0.961748, 0.435972, 1.28696
-0.811752, 0.878128, 0.205395
-0.734624, 0.775507, 6.78576
-0.785446, 0.52228, 0.691171
-0.738389, 0.624372, 1.06096
-0.794101, 0.78726, 0.329381
-0.862705, 0.81615, 0.58664
-0.999211, 0.805777, 1.14608
-1.02516, 0.781261, 3.53819
-1.02023, 0.727136, 0.237759
-1.03216, 0.686558, 1.36807
-1.00496, 0.726266, 2.50273
-0.962276, 0.7387, 4.05646
-0.895049, 0.719125, 3.36296
-0.890034, 0.637085, 2.58433
-0.957938, 0.65119, 15.6429
-0.949747, 0.660837, 15.6513
-0.937874, 0.660316, 2.39716
-0.915108, 0.666165, 26.4628
-0.922494, 0.687001, 1.98879
@@@,@@@,@@@
-0.0602832, 3.98228, 108.018
-0.230388, 4.34204, 0.462098
0.110682, 4.22905, 1.13349
0.137229, 4.2066, 0.21283
0.129881, 4.19687, 3.70744
-0.164644, 4.23506, 2.88156
-0.117662, 4.21777, 3.92653
-0.150363, 3.72609, 0.502517
-0.212821, 3.77542, 0.057132
0.0253958, 4.15144, 1.20875
0.128077, 3.86988, 0.291905
0.0178635, 3.82772, 0.983543
-0.12608, 4.07055, 1.19003
-0.185416, 3.91831, 2.20395
-0.0941398, 3.83556, 2.39559
-0.0243096, 4.06132, 1.51198
-0.104166, 3.87527, 3.00606
-0.131519, 3.90841, 0.901229
-0.132439, 3.9491, 13.7491
-0.0656889, 4.02259, 4.23468
-0.0773741, 3.99122, 4.51328
-0.0886911, 3.98006, 0.572784
-0.0357757, 3.96862, 3.42917
-0.0234088, 3.99277, 5.68785
-0.0268419, 3.98645, 13.3629
-0.0841353, 3.9456, 7.97361
-0.0371957, 3.92503, 26.3632
-0.0361781, 3.90501, 2.08296
@@@,@@@,@@@
1.14876, 3.72743, 102.15
1.00791, 4.03504, 1.65339
0.959556, 3.9903, 0.0925434
1.29555, 3.92288, 1.22156
0.929063, 3.75266, 0.46748
1.10849, 3.94642, 0.648731
1.26622, 3.90301, 5.87376
1.21484, 3.48652, 0.850334
1.3088, 3.83642, 0.222922
1.33015, 3.65568, 2.9213
1.11777, 3.85956, 3.68297
1.03135, 3.7114, 3.34393
1.19783, 3.63382, 1.53539
1.21495, 3.66692, 1.58504
1.12317, 3.62025, 2.74559
1.12223, 3.64832, 10.3302
1.17879, 3.67388, 6.61365
1.14133, 3.67831, 1.51812
1.14369, 3.65981, 11.7153
1.06166, 3.70625, 1.81174
1.16293, 3.7846, 2.44417
1.07942, 3.76267, 2.7263
1.13251, 3.77114, 10.7391
1.09278, 3.72998, 0.84275
1.09119, 3.70957, 1.35487
1.113, 3.74274, 5.61899
1.14127, 3.73118, 4.51955
1.13747, 3.71959, 9.38999
1.13237, 3.71286, 6.0706
@@@,@@@,@@@
1.818, 5.06914, 107.837
1.91372, 5.31713, 0.204727
1.55739, 5.13618, 0.431146
1.90716, 5.27005, 1.33317
2.00803, 5.14496, 4.11403
1.9111, 5.21558, 2.45443
1.7659, 5.21782, 0.242263
1.9618, 5.08353, 2.02811
1.71684, 5.18677, 1.78484
1.90888, 5.05209, 4.36587
1.87306, 5.05136, 12.0863
1.85822, 5.015, 0.662968
1.80921, 5.0219, 18.2789
1.80848, 5.04512, 6.30615
1.78738, 5.05483, 0.225865
1.748, 5.04433, 5.04368
1.75174, 5.06284, 8.35837
1.76124, 5.06816, 18.3813
1.79732, 5.08777, 7.43355
1.80161, 5.07698, 14.2182
@@@,@@@,@@@
1.46654, 0.0818186, 102.712
1.7373, 6.14186, 0.552443
1.50357, 0.422807, 0.029447
1.39634, 0.409616, 1.98167
1.39811, 6.03622, 1.39598
1.68233, 6.25768, 3.27374
1.65874, 6.23942, 1.97231
1.78171, 0.160801, 0.241658
1.37387, 6.23565, 5.43501
1.57107, 6.27304, 3.455
1.49393, 6.2321, 3.47671
1.48027, 0.0273241, 0.546221
1.47225, 0.131628, 32.9497
1.46995, 0.117698, 5.29013
1.4774, 0.0691184, 2.91954
1.41403, 0.0965009, 19.8868
1.42637, 0.0781309, 19.675
@@@,@@@,@@@
1.50963, 3.50758, 106.426
1.75474, 3.77811, 4.05721
1.83508, 3.65395, 0.753878
1.21865, 3.70702, 0.104061
1.75288, 3.55372, 4.49985
1.53147, 3.68593, 1.76666
1.52778, 3.67947, 0.879873
1.63416, 3.57476, 5.11591
1.54339, 3.33674, 0.765757
1.40602, 3.38896, 6.59071
1.51183, 3.57699, 4.28109
1.3981, 3.51746, 8.57723
1.47634, 3.53539, 6.84596
1.49789, 3.50483, 13.0121
1.45222, 3.47984, 11.8091
1.46222, 3.46491, 5.27609
1.48419, 3.46735, 32.4124
@@@,@@@,@@@
0.665096, 0.0833832, 105.305
0.572596, 5.98601, 0.0800051
0.597185, 5.9926, 1.02592
0.708067, 6.02115, 0.160152
0.415641, 6.13977, 1.09641
0.4013, 6.22196, 0.125626
0.397795, 0.0102478, 0.444548
0.411374, 6.27954, 2.38739
0.42971, 0.00180612, 2.51962
0.691505, 6.13672, 1.57511
0.859799, 0.292601, 0.328519
0.897019, 0.133342, 1.32861
0.475973, 0.150645, 2.97884
0.534143, 0.229083, 1.21153
1.1178, 0.0894214, 0.509648
0.704765, 0.252346, 0.737763
0.843252, 0.0928458, 0.562857
0.578231, 0.176594, 1.13446
0.622829, 6.28172, 1.02454
0.713137, 0.0044442, 8.12764
0.76549, 0.0884397, 7.65863
0.757293, 0.125226, 2.4357
0.709793, 0.0284945, 3.96099
0.713445, 0.0477677, 3.25785
0.585056, 0.0883234, 0.67214
0.72558, 0.105014, 2.03176
0.617601, 0.160892, 0.424229
0.602661, 0.13228, 1.50603
0.690977, 0.142567, 4.25301
0.658728, 0.15104, 8.34925
0.642184, 0.14699, 2.30678
0.621599, 0.0896426, 8.59145
0.675136, 0.0768628, 11.237
0.64032, 0.114166, 2.22795
0.655602, 0.106252, 4.45052
0.664726, 0.11504, 0.861892
0.666926, 0.11225, 14.0231
@@@,@@@,@@@
0.552485, 3.1936, 107.3
0.837515, 2.84402, 0.781658
0.332163, 3.06352, 0.357741
0.506941, 3.39538, 0.201926
0.471519, 3.16403, 0.131902
0.488527, 3.17887, 4.73148
0.569972, 3.22328, 26.8989
0.571435, 3.16165, 1.97282
0.574425, 3.19684, 12.9803
0.535622, 3.15683, 4.7386
0.564818, 3.18473, 8.26894
0.537565, 3.19895, 12.9445
0.537065, 3.18605, 33.3634
@@@,@@@,@@@
0.5131, 6.01301, 101.676
0.212478, 5.76171, 0.749755
0.427938, 5.65108, 0.125984
0.20483, 5.81655, 8.38577
0.225476, 6.20701, 0.422453
0.518701, 6.24591, 19.3731
0.453027, 6.26735, 0.359798
0.327554, 6.07359, 0.798791
0.42912, 6.09003, 1.70437
0.381662, 6.11067, 2.18972
0.342619, 6.14695, 2.92864
0.38285, 6.15958, 9.91082
0.519294, 5.64755, 2.05823
0.445937, 5.83277, 2.74181
0.434145, 6.04524, 1.02324
0.626454, 6.13118, 0.330464
0.734501, 5.8454, 2.43323
0.732752, 5.85283, 0.927873
0.447373, 6.00055, 1.85177
0.687011, 5.8454, 0.263638
0.600157, 5.81212, 3.18597
0.544471, 5.83519, 0.780071
0.572364, 5.86947, 1.00863
0.717972, 5.95307, 0.317324
0.590229, 5.94555, 3.56302
0.614624, 5.93851, 12.3894
0.611346, 5.92575, 6.33717
0.611023, 6.00109, 0.318064
0.584477, 5.97808, 16.4787
@@@,@@@,@@@
-2.15712, 5.00834, 105.298
-2.49795, 5.01148, 0.837278
-2.22625, 4.80426, 0.248187
-2.18486, 4.94632, 20.0771
-2.08339, 5.07495, 3.3192
-2.19724, 4.97171, 4.99819
-2.15839, 4.95998, 5.17119
-2.20233, 5.02127, 2.40098
-2.18582, 5.03541, 16.0607
-2.08777, 5.03093, 2.80594
-2.12928, 5.02821, 48.9448
-2.12365, 5.0131, 0.511271
@@@,@@@,@@@
-0.605276, 4.16009, 106.436
-0.982975, 4.05822, 0.17968
-0.421163, 4.39783, 0.320581
-0.635644, 3.87758, 0.467204
-0.328093, 4.1622, 0.658046
-0.508542, 3.93592, 1.9916
-0.635684, 3.99146, 0.524034
-0.756321, 4.31446, 0.787877
-0.429916, 4.08787, 1.12848
-0.766311, 4.29191, 0.491691
-0.445206, 4.2469, 1.32467
-0.710593, 4.02969, 1.79155
-0.503216, 4.04592, 2.26279
-0.453341, 4.20386, 1.4745
-0.566201, 4.30532, 2.85531
-0.68508, 4.26765, 7.48337
-0.692935, 4.08246, 1.18867
-0.622718, 4.24261, 4.31373
-0.590005, 4.21709, 2.45336
-0.562271, 4.18574, 10.2853
-0.557084, 4.16811, 14.8028
-0.556733, 4.10805, 4.48931
-0.616301, 4.19931, 6.8413
-0.645612, 4.08055, 2.66814
-0.628113, 4.09345, 3.09665
-0.630489, 4.11049, 6.07046
-0.660868, 4.12924, 1.95695
-0.645075, 4.16144, 5.37419
-0.634119, 4.13663, 19.4322
@@@,@@@,@@@
-0.544806, 2.82683, 103.739
-0.570717, 3.21271, 0.149168
-0.806584, 3.08213, 0.814158
-0.884779, 2.86662, 1.48162
-0.291849, 2.63886, 1.92618
-0.605551, 3.10902, 2.6404
-0.273528, 2.69625, 0.0834423
-0.820889, 2.88446, 0.712614
-0.708765, 2.62022, 0.420384
-0.760489, 2.86739, 2.16594
-0.639678, 3.01189, 0.651413
-0.407296, 2.98151, 0.254775
-0.546598, 3.00101, 0.145518
-0.549811, 2.9526, 1.80369
-0.64676, 2.80608, 4.45405
-0.616833, 2.8316, 3.72972
-0.537529, 2.90638, 4.79138
-0.428599, 2.80151, 0.245319
-0.54719, 2.85862, 16.6112
-0.578417, 2.77924, 1.38608
-0.459833, 2.81223, 1.70684
-0.465262, 2.82396, 4.84841
-0.506922, 2.83234, 2.98237
-0.524301, 2.82666, 2.53889
-0.514667, 2.79936, 23.1815
-0.491582, 2.78409, 1.02587
-0.51464, 2.77379, 10.6366
-0.50925, 2.77669, 12.6382
@@@,@@@,@@@
1.91399, 1.60918, 100.152
2.26348, 1.68658, 1.03236
2.24502, 1.65873, 6.26613
1.58029, 1.8402, 0.191768
1.76757, 1.95335, 0.230772
2.08387, 1.34105, 0.988023
2.08984, 1.85509, 0.629742
2.08827, 1.83892, 0.0208669
2.02235, 1.34971, 4.77541
1.77333, 1.9128, 0.551529
2.12066, 1.65848, 6.98894
1.74896, 1.34239, 0.217994
1.57406, 1.50914, 0.874454
2.00656, 1.82822, 0.270618
1.7162, 1.38527, 1.10221
1.63643, 1.48273, 1.34211
1.88511, 1.38409, 1.78057
1.91391, 1.84143, 1.9871
1.67302, 1.53066, 0.719713
1.68208, 1.684, 14.5065
1.94729, 1.74972, 8.24344
1.79379, 1.74235, 1.12351
1.70158, 1.55118, 0.443382
1.90437, 1.53378, 3.03169
1.91747, 1.50416, 1.69911
1.89219, 1.50499, 9.92864
1.8987, 1.50292, 3.17018
1.77508, 1.65823, 1.03515
1.8338, 1.57071, 2.29707
1.89036, 1.61667, 13.912
1.83368, 1.62287, 3.75627
1.82723, 1.6201, 3.78114
1.82777, 1.62385, 3.91541
@@@,@@@,@@@
1.13686, 4.64233, 101.896
1.4595, 4.82883, 2.79737
1.71177, 4.96656, 0.101327
1.4298, 4.52937, 0.09516
0.850058, 4.7964, 0.829297
0.961475, 4.90463, 1.63044
0.88894, 4.71439, 4.92558
1.10929, 4.3997, 1.09616
1.01569, 4.46755, 1.24328
1.0129, 4.69832, 2.52804
1.16391, 4.76353, 0.617196
1.03086, 4.68899, 3.33449
1.04195, 4.62075, 5.15539
1.07641, 4.56234, 7.11822
1.07419, 4.6755, 1.86823
1.11284, 4.68806, 16.3563
1.09521, 4.61139, 5.49542
1.14179, 4.57201, 9.68547
1.27097, 4.63312, 2.21616
1.1869, 4.58912, 4.35144
1.21263, 4.60196, 5.06346
1.17841, 4.66007, 0.883875
1.19756, 4.63205, 21.5401
1.21905, 4.65648, 3.24022
@@@,@@@,@@@
0.632266, 4.36833, 108.578
0.816534, 4.69136, 1.02142
0.794494, 4.0475, 0.225195
0.461864, 4.65798, 0.0179955
0.655011, 4.09, 0.942278
0.428653, 4.17788, 0.211495
0.445165, 4.51717, 4.29181
0.40088, 4.42301, 1.1575
0.659227, 4.11934, 1.05849
0.450997, 4.22496, 0.456387
0.489042, 4.53449, 2.1952
1.04726, 4.30505, 0.528382
0.754906, 4.47765, 0.726936
0.598733, 4.24693, 1.03611
0.615799, 4.25017, 6.12907
0.583636, 4.30696, 2.16426
0.659292, 4.41882, 12.2659
0.603938, 4.33021, 2.42328
0.644416, 4.33625, 1.50183
0.652996, 4.357, 21.4848
0.635329, 4.36839, 49.0405
@@@,@@@,@@@
-0.206257, 4.28071, 101.041
0.0268822, 3.96075, 0.413557
-0.268838, 3.92556, 0.615402
-0.467941, 4.45127, 2.17904
-0.487237, 4.25411, 1.79713
0.0696933, 4.2754, 0.370641
-0.0629926, 4.50361, 1.37445
-0.0104286, 4.27684, 1.24329
-0.0530154, 4.36233, 0.266198
-0.106287, 4.38097, 1.55082
-0.0797918, 4.24261, 2.64649
-0.127068, 4.20987, 1.03598
-0.287066, 4.30348, 7.89831
-0.272689, 4.22346, 0.349165
-0.120351, 4.27222, 4.47279
-0.241228, 4.28488, 10.0085
-0.19759, 4.27353, 63.9444
-0.174179, 4.29773, 1.0183
