ETA,PHI,PT
-1.54252, 3.5995, 0.219118
-1.06382, 3.6456, 0.320182
-1.68428, 3.88573, 0.226762
-1.56995, 3.71429, 0.636213
-1.13395, 3.88895, 2.93703
-1.14612, 3.87913, 1.50298
-1.16594, 3.8693, 3.4752
-1.16156, 3.87776, 5.46075
-1.42532, 3.6077, 4.33688
-1.461, 3.67313, 2.11366
-1.42281, 3.8194, 3.16793
-1.26164, 3.80631, 2.36476
-1.2524, 3.75798, 7.26876
-1.3383, 3.71798, 11.1117
-1.32961, 3.82009, 0.661514
-1.34335, 3.81083, 0.368912
-1.34672, 3.75457, 6.0684
-1.32245, 3.77562, 44.6264
@@@,@@@,@@@
-0.157775, 1.11405, 105.085
-0.435198, 1.12186, 5.55665
-0.377549, 1.23332, 0.828963
-0.345882, 0.994847, 0.312895
-0.171557, 1.20565, 7.28255
0.0620957, 1.06422, 6.7997
-0.0679572, 1.18305, 8.62649
0.00589794, 1.10352, 0.473014
-0.0381973, 1.05198, 3.93585
-0.0408178, 1.09601, 17.2013
-0.0576279, 1.11827, 4.48987
-0.0840322, 1.10259, 20.8443
-0.0995311, 1.09918, 0.772654
-0.34744, 1.18772, 1.56995
-0.382658, 1.16245, 0.589921
-0.357075, 1.10868, 3.31699
-0.31464, 1.07613, 4.1191
-0.323951, 1.10204, 14.1403
-0.316248, 1.10564, 4.31349
@@@,@@@,@@@
0.420942, 1.47746, 107.856
0.30291, 1.13733, 1.21882
0.767905, 1.50082, 0.970472
0.52802, 1.79787, 1.73911
0.360416, 1.75312, 1.84957
0.665445, 1.3835, 2.67144
0.576241, 1.67959, 0.865387
0.53304, 1.25125, 1.19024
0.571213, 1.66388, 0.397537
0.327259, 1.69834, 0.163812
0.616722, 1.5622, 1.82012
0.238571, 1.62593, 0.441963
0.611529, 1.53798, 0.725279
0.204463, 1.54655, 1.33181
0.569312, 1.54327, 1.2651
0.576362, 1.46956, 5.02414
0.472343, 1.3174, 1.67222
0.544634, 1.51456, 4.90526
0.224767, 1.52243, 2.68787
0.26462, 1.36409, 1.6362
0.510383, 1.4161, 6.75266
0.474185, 1.60817, 0.861794
0.484893, 1.54794, 0.171233
0.497073, 1.49132, 1.05869
0.46009, 1.55301, 1.1965
0.421287, 1.57453, 2.55108
0.463627, 1.52674, 3.64888
0.256493, 1.42645, 2.81655
0.461236, 1.4979, 0.956531
0.287388, 1.45756, 4.89968
0.348495, 1.41771, 14.8622
0.439683, 1.49092, 1.05899
0.396254, 1.52141, 1.25558
0.364364, 1.5083, 6.59647
0.380121, 1.49877, 8.14499
0.377954, 1.45907, 15.5278
0.395941, 1.48424, 3.35615
@@@,@@@,@@@
1.71603, 1.29262, 104.023
2.07581, 1.40429, 3.05096
1.36592, 1.48902, 0.371379
1.34797, 1.42382, 0.291561
1.49651, 0.981783, 1.43303
2.05464, 1.35588, 0.100782
2.06071, 1.12635, 0.417373
1.38833, 1.17838, 0.36393
1.94337, 1.51121, 0.135572
1.39074, 1.25998, 1.42593
1.51384, 1.53953, 1.30805
1.40911, 1.33759, 1.94601
1.98622, 1.2654, 0.635858
1.98156, 1.36915, 0.979764
1.77651, 1.5564, 1.09324
1.90169, 1.32787, 5.39018
1.62848, 1.47602, 2.76479
1.78945, 1.45457, 0.222199
1.63304, 1.11811, 3.9473
1.67932, 1.44342, 0.200622
1.69446, 1.44282, 1.10123
1.59676, 1.32844, 2.10615
1.80177, 1.32605, 1.82853
1.72071, 1.17851, 3.51979
1.64409, 1.36189, 1.82125
1.76799, 1.32341, 0.669306
1.71874, 1.22513, 0.583519
1.6493, 1.28289, 5.93414
1.72694, 1.23904, 0.457813
1.71492, 1.31311, 2.84748
1.71679, 1.29646, 8.129
1.72333, 1.2891, 9.88284
1.67405, 1.27332, 3.61861
1.68829, 1.28653, 13.3398
1.70415, 1.26837, 22.4649
@@@,@@@,@@@
-0.970741, 3.97293, 100.541
-0.574199, 3.94706, 1.30579
-0.765949, 4.28628, 0.528234
-0.613004, 3.94253, 4.04069
-1.37206, 3.86902, 0.334556
-0.826338, 3.8324, 2.74606
-1.05464, 3.7644, 0.78621
-0.982187, 3.76451, 2.55116
-0.841617, 4.11099, 0.715061
-0.835893, 4.07273, 1.6053
-1.15609, 4.04456, 1.25904
-0.912203, 4.10816, 1.6027
-1.06547, 3.86677, 1.27056
-1.03019, 3.92724, 11.8125
-1.03735, 4.01057, 4.33435
-0.980449, 3.95346, 13.8817
-0.964468, 4.01411, 16.167
-1.0063, 3.98799, 12.3281
-0.984231, 3.99292, 23.4787
@@@,@@@,@@@
-0.939495, 5.37219, 103.359
-1.04251, 5.0195, 0.0244215
-1.35094, 5.56565, 0.258201
-2.45907, 5.20865, 0.0396948
-0.857232, 5.70651, 0.267918
-1.1927, 5.57018, 0.583471
-1.21817, 5.43145, 0.894668
-1.07771, 5.55471, 4.59149
-1.07556, 5.54438, 2.49696
-1.01007, 5.57159, 3.0423
-1.1448, 5.35693, 2.60185
-1.0173, 5.52123, 1.69736
-1.05728, 5.47285, 2.03873
-1.03134, 5.47907, 5.43728
-1.06211, 5.42665, 4.14212
-1.07855, 5.37589, 0.630149
-1.0502, 5.36089, 3.02067
-0.989254, 5.40602, 5.18308
-0.848295, 5.44245, 0.9798
-0.93641, 5.40347, 9.78225
-0.835354, 5.42873, 3.54375
-0.829284, 5.35556, 3.21444
-0.808154, 5.33786, 7.45988
-0.782439, 5.32966, 7.8643
-0.902772, 5.33558, 12.1256
-0.915687, 5.20887, 3.13006
-0.873922, 5.17991, 1.07058
-0.819268, 5.19432, 3.65618
-0.859264, 5.25536, 13.8526
-0.825673, 5.24488, 0.255886
@@@,@@@,@@@
-1.19652, 3.93808, 106.114
-1.53667, 4.05888, 0.420904
-1.53599, 3.90747, 1.0548
-0.854025, 4.00718, 1.91814
-0.883449, 3.83625, 0.606626
-1.42687, 4.12681, 1.30033
-1.32814, 3.68111, 0.61782
-0.910505, 3.85327, 0.42088
-0.935473, 4.03522, 0.126915
-1.67901, 4.19063, 0.704139
-0.989318, 4.10496, 0.36662
-1.02005, 3.75585, 2.01371
-0.954267, 3.87017, 1.22582
-0.996305, 4.02629, 3.62453
-0.973312, 3.94443, 9.90569
-1.19075, 3.71428, 0.889198
-1.09185, 3.76311, 1.6833
-1.02251, 3.92498, 2.25153
-1.01787, 3.9319, 3.25894
-1.05833, 3.82517, 1.8862
-1.09165, 4.09651, 1.50404
-1.05322, 4.01604, 1.9867
-1.4296, 3.90809, 4.2586
-1.3967, 3.85098, 3.32383
-1.38804, 3.88411, 4.53497
-1.37173, 3.99877, 0.935319
-1.31829, 4.04925, 0.996151
-1.31297, 4.02418, 6.01944
-1.25414, 4.05444, 0.380665
-1.27961, 3.88226, 4.37681
-1.28683, 3.97346, 2.71716
-1.21854, 3.87688, 1.46914
-1.17864, 3.8803, 1.19669
-1.19605, 3.87842, 0.70827
-1.24262, 3.9504, 1.69039
-1.20326, 3.91358, 7.18393
-1.21699, 3.91487, 0.56417
-1.20712, 3.94384, 11.7399
-1.17048, 3.95817, 13.4836
-1.17415, 3.98657, 3.06555
@@@,@@@,@@@
-2.2586, 1.41196, 108.155
-2.03638, 1.21627, 0.333512
-2.12096, 1.23972, 0.440805
-2.44551, 1.29598, 1.02323
-2.22356, 1.26316, 1.18212
-2.10457, 1.42592, 0.691954
-2.36264, 1.32064, 1.36649
-2.17565, 1.52715, 0.111387
-2.30696, 1.30599, 0.173698
-2.37138, 1.45005, 0.79356
-2.35258, 1.4826, 2.58429
-2.26789, 1.30488, 4.15823
-2.32437, 1.37255, 10.0999
-2.14993, 1.40008, 0.0749111
-2.20306, 1.37593, 20.2647
-2.20451, 1.41002, 12.6566
-2.22089, 1.49706, 6.08729
-2.31871, 1.46249, 4.54457
-2.28944, 1.40944, 4.93295
-2.29488, 1.44826, 8.70975
-2.24712, 1.47246, 1.98214
-2.23293, 1.43167, 1.68713
-2.26346, 1.42841, 4.16419
-2.26236, 1.44411, 12.1501
-2.24971, 1.44626, 8.0826
@@@,@@@,@@@
-0.759435, 4.55867, 109.605
-0.827637, 4.62158, 2.33187
-0.81484, 4.4847, 1.96928
-0.697264, 4.60994, 8.58908
-0.744481, 4.62692, 1.12458
-0.799655, 4.61034, 10.7881
-0.808069, 4.5986, 8.09702
-0.756749, 4.59956, 5.89544
-0.708345, 4.53257, 6.1548
-0.763775, 4.53708, 28.8619
-0.768908, 4.53532, 7.45525
-0.744618, 4.53506, 22.2658
-0.733211, 4.53328, 6.14029
@@@,@@@,@@@
-0.117343, 3.4431, 103.894
0.135217, 3.74173, 0.527955
-0.471315, 3.49109, 0.637072
-0.0036383, 3.74414, 0.183615
-0.0744321, 3.18428, 0.589456
-0.00356238, 3.62756, 1.53258
-0.041228, 3.30182, 4.85165
-0.0985976, 3.29198, 5.09015
-0.101256, 3.28496, 2.8494
-0.00212519, 3.34594, 2.92793
-0.0420386, 3.3248, 0.836853
-0.273914, 3.54138, 0.920698
-0.233968, 3.50193, 13.6158
-0.21158, 3.49312, 6.49514
-0.0630599, 3.33905, 1.65418
-0.0651305, 3.40307, 6.1995
-0.116414, 3.42996, 19.3567
-0.0856008, 3.41949, 0.892324
-0.130831, 3.50911, 5.86924
-0.108884, 3.50221, 8.03
-0.0946677, 3.49727, 2.04549
-0.0714906, 3.46414, 15.952
-0.068433, 3.46923, 3.16176
@@@,@@@,@@@
0.931946, 1.2415, 104.504
0.711666, 1.56559, 0.0879187
1.1704, 0.989393, 0.127389
1.08877, 1.55766, 2.51542
1.13853, 1.02345, 2.24598
0.741241, 1.23928, 0.481755
0.748927, 1.23829, 0.343765
0.864098, 1.12483, 1.37246
1.03735, 1.2828, 5.21435
0.856978, 1.14551, 1.03047
0.930526, 1.30323, 2.58969
0.88734, 1.27868, 4.25181
0.863316, 1.25547, 8.07819
0.904002, 1.28289, 9.7908
0.971023, 1.23571, 11.0075
0.955656, 1.19372, 4.04172
0.879948, 1.24945, 5.40881
0.885137, 1.23276, 7.05494
0.913723, 1.19757, 1.7124
0.920867, 1.22352, 30.6952
0.942263, 1.21454, 6.68972
@@@,@@@,@@@
2.18116, 0.429181, 107.565
2.08124, 0.266662, 0.717281
2.33149, 0.448013, 6.76866
2.14126, 0.34747, 2.50732
2.14471, 0.500468, 4.88457
2.12139, 0.458999, 0.631498
2.13116, 0.422448, 13.4923
2.16289, 0.458836, 1.80739
2.18927, 0.40684, 10.8882
2.18289, 0.414517, 6.43473
2.18298, 0.430355, 15.2118
2.1777, 0.43284, 35.4447
2.17345, 0.435281, 8.81313
@@@,@@@,@@@
2.35509, 3.65114, 104.788
1.97876, 3.58854, 2.24363
2.15725, 3.37378, 1.14225
2.34628, 3.39833, 0.602499
2.43158, 3.44046, 2.52321
2.14707, 3.5953, 1.06375
2.16159, 3.70357, 0.128323
2.26334, 3.53375, 2.43828
2.2579, 3.54246, 0.213672
2.37906, 3.5306, 3.40356
2.49397, 3.63466, 3.02399
2.48903, 3.66047, 1.23952
2.46539, 3.71938, 3.41697
2.43125, 3.72899, 7.74249
2.25397, 3.68933, 3.32725
2.38302, 3.59965, 4.45737
2.28854, 3.67967, 4.2496
2.33186, 3.61798, 8.95478
2.32396, 3.63304, 6.31
2.40852, 3.6937, 1.87155
2.37045, 3.63288, 3.23832
2.37554, 3.64184, 0.840973
2.33983, 3.67535, 12.3574
2.35479, 3.70022, 8.70112
2.36658, 3.69627, 5.47396
2.35693, 3.68155, 10.7361
2.35795, 3.68593, 5.33277
@@@,@@@,@@@
-1.52683, 6.18963, 100.391
-1.28185, 0.209801, 0.0756255
-1.18135, 0.00280503, 0.0742289
-1.23756, 6.03047, 0.31952
-1.76513, 5.93826, 0.45881
-1.73324, 6.00797, 0.226925
-1.43746, 0.0920366, 1.65426
-1.41422, 6.07489, 0.523118
-1.59189, 6.03111, 0.425663
-1.54143, 0.0441099, 0.832285
-1.52733, 6.07482, 2.55508
-1.60161, 6.2148, 6.49858
-1.54037, 6.14143, 11.0437
-1.55952, 6.18579, 10.2675
-1.54893, 6.18888, 14.5829
-1.51247, 6.22085, 18.911
-1.50841, 6.17761, 12.6298
-1.48045, 6.2014, 9.3755
-1.4869, 6.19428, 10.0502
@@@,@@@,@@@
-0.362748, 2.80781, 102.194
-0.754959, 2.85265, 0.90575
-0.0430189, 2.96104, 1.70785
-0.0241093, 2.84899, 0.0433712
-0.678546, 3.01853, 0.241486
-0.0752514, 2.73845, 0.537891
-0.593064, 2.91152, 1.25108
-0.577507, 2.93237, 5.92795
-0.0893294, 2.80776, 0.114618
-0.25168, 2.96438, 0.244064
-0.454521, 2.93126, 0.957989
-0.377862, 2.62413, 0.660325
-0.480136, 2.74748, 1.2872
-0.382699, 2.92732, 1.01635
-0.378485, 2.89461, 6.33485
-0.434621, 2.76456, 1.20434
-0.376731, 2.87136, 1.6255
-0.374846, 2.84913, 8.04918
-0.377663, 2.83877, 3.39085
-0.330194, 2.8416, 2.37559
-0.34386, 2.82342, 6.88345
-0.34585, 2.78415, 19.5463
-0.342458, 2.7411, 10.129
-0.315016, 2.75957, 27.97
@@@,@@@,@@@
1.43406, 0.744764, 104.585
1.75655, 0.934146, 0.181587
1.06956, 0.667944, 0.620031
1.72273, 0.978248, 0.737771
1.61097, 0.436667, 0.0941008
1.75296, 0.723332, 2.04486
1.77088, 0.747426, 0.51095
1.6671, 0.89822, 1.2849
1.61398, 0.594959, 0.298255
1.3624, 0.811928, 1.14843
1.42786, 0.823136, 0.82699
1.45463, 0.811583, 9.75957
1.39174, 0.814513, 3.2563
1.35551, 0.699591, 3.95291
1.48036, 0.748854, 0.165367
1.36219, 0.738655, 2.93458
1.44306, 0.729225, 28.9366
1.40842, 0.73217, 41.3207
1.39236, 0.730714, 6.60546
@@@,@@@,@@@
0.18761, 2.90587, 103.887
0.216765, 3.29343, 0.340128
0.0593788, 3.26513, 0.14186
0.556246, 3.02715, 0.557967
0.0424837, 3.24289, 0.956815
1.23266, 2.60199, 0.0330177
-0.140249, 2.79747, 0.257219
-0.112219, 3.05344, 0.499352
0.499698, 2.77702, 0.113312
0.366139, 2.63031, 1.75058
0.437399, 3.21274, 0.0843321
-0.0638755, 2.75062, 0.193552
0.393746, 2.90602, 2.8239
0.255372, 2.74782, 0.725813
0.266981, 3.0168, 2.33534
0.0943567, 3.00722, 1.90629
0.285003, 2.85273, 2.11375
0.203911, 2.98716, 3.07269
0.258876, 2.9261, 0.853657
0.189516, 2.83617, 5.10559
0.147526, 2.92612, 0.812367
0.185166, 2.90507, 13.7661
0.16923, 2.90142, 56.6622
0.172073, 2.90667, 9.01474
@@@,@@@,@@@
2.21659, 0.018778, 102.219
1.94653, 6.02286, 0.487162
2.35958, 0.302614, 2.67192
1.95802, 6.19226, 1.30045
2.35133, 0.241301, 0.163947
2.01169, 0.138517, 2.57096
2.00986, 0.0986681, 7.77259
2.00379, 0.0193002, 1.28569
2.18129, 6.07717, 0.153287
2.35822, 6.21561, 0.922903
2.23205, 6.18101, 3.81812
2.30914, 6.28184, 15.038
2.17058, 0.0632895, 2.39492
2.16917, 0.0579056, 1.39769
2.26721, 6.25443, 1.4871
2.2093, 6.25076, 4.781
2.24819, 6.25987, 5.5973
2.26022, 0.0127484, 6.36192
2.18131, 0.0205027, 3.91004
2.20513, 0.0350687, 1.48283
2.20205, 0.0156225, 13.8192
2.22831, 6.27578, 5.01994
2.22957, 0.0223602, 16.1842
2.22287, 0.0071447, 3.83554
@@@,@@@,@@@
2.03421, 0.651377, 108.04
1.98703, 1.01289, 0.580177
2.01813, 1.00904, 0.213465
2.13367, 0.897103, 0.898938
2.18083, 0.899486, 0.317929
2.1498, 0.882483, 2.08718
2.0974, 0.828307, 0.935858
2.11198, 0.836045, 0.149371
2.25917, 0.615777, 1.19707
2.21176, 0.634778, 7.45438
2.09929, 0.754067, 3.18731
2.13414, 0.776555, 3.7444
2.15216, 0.674928, 0.771428
2.13212, 0.72605, 0.479997
2.20695, 0.706156, 0.0769122
2.20873, 0.699151, 5.75483
2.18647, 0.732926, 12.1284
2.16637, 0.762134, 2.13069
1.98562, 0.34973, 5.71398
2.06605, 0.388155, 0.689045
2.1494, 0.524248, 3.59117
1.88267, 0.824795, 1.16143
1.99536, 0.784423, 1.67518
2.0036, 0.755359, 1.09719
2.02876, 0.657649, 2.50659
1.89202, 0.497419, 6.6063
1.86433, 0.539936, 4.8889
1.82017, 0.662687, 1.54461
1.88195, 0.70995, 2.11009
2.02932, 0.704749, 0.919981
1.93856, 0.620563, 1.98919
1.88667, 0.602642, 5.21946
1.923, 0.645274, 2.64679
1.89174, 0.634284, 6.27106
1.86606, 0.656804, 10.7745
1.88073, 0.664557, 7.26778
@@@,@@@,@@@
-0.69415, 5.9811, 105.712
-0.352936, 6.18593, 0.26221
-1.04089, 5.63161, 0.176197
-0.382775, 5.80058, 6.99069
-1.07568, 5.90069, 0.0211901
-0.592087, 0.0420345, 3.31966
-0.97354, 5.81631, 0.428815
-0.68419, 6.2415, 0.299307
-0.697645, 5.75348, 0.543983
-0.910889, 5.96818, 1.57679
-0.546105, 5.89607, 0.330038
-0.855203, 6.07726, 2.54368
-0.835073, 5.94404, 9.02199
-0.824111, 6.03395, 3.78519
-0.706963, 5.8573, 1.98533
-0.7409, 5.86835, 2.22521
-0.742814, 5.88339, 4.66684
-0.709709, 5.90923, 2.0446
-0.747331, 5.95664, 1.17365
-0.609975, 5.98027, 0.797934
-0.703771, 5.95704, 2.43445
-0.641682, 6.03297, 3.06403
-0.705635, 5.9738, 2.57667
-0.665621, 5.9669, 4.8198
-0.654312, 6.03709, 0.327176
-0.671257, 6.04204, 2.71529
-0.674068, 6.01857, 12.007
-0.682205, 5.99856, 26.8552
-0.674718, 6.00396, 9.18076
@@@,@@@,@@@
-0.00426951, 4.28838, 108.824
0.133387, 3.95365, 0.658697
-0.331778, 4.16412, 3.31552
-0.302901, 4.12353, 0.122792
0.190114, 4.00613, 0.722705
0.2026, 4.03575, 0.791926
-0.183551, 4.10715, 0.404515
-0.125031, 4.13191, 4.35212
-0.26567, 4.21818, 0.491382
-0.269273, 4.38598, 2.00172
-0.099119, 4.19665, 1.00612
-0.219567, 4.40512, 0.635556
-0.119277, 4.41468, 1.79908
-0.145315, 4.34548, 8.91524
-0.145354, 4.32915, 5.51244
-0.0910226, 4.37949, 10.2931
-0.075418, 4.30149, 11.1774
-0.0627757, 4.3187, 7.30728
0.335464, 4.33595, 0.729028
0.114541, 4.44569, 0.409443
0.0116419, 4.19738, 4.7755
0.010148, 4.32455, 1.06687
0.128688, 4.35631, 4.84936
0.115229, 4.36719, 1.3926
0.200201, 4.3214, 8.1869
0.190596, 4.17776, 0.213337
0.0650229, 4.20679, 3.35241
0.171064, 4.20648, 2.08606
0.160685, 4.20154, 1.49802
0.0898246, 4.23493, 3.86228
0.0811941, 4.28893, 0.871652
0.168354, 4.27654, 5.25469
0.132362, 4.26664, 6.50104
0.124186, 4.2851, 4.62297
@@@,@@@,@@@
-0.531445, 2.05701, 100.76
-0.565328, 2.43178, 0.85268
-0.82562, 2.28417, 0.0508493
-1.63496, 2.21529, 0.0596886
-0.237104, 2.23787, 0.0990117
-0.748716, 2.33582, 0.409792
-0.821681, 2.22952, 0.52409
-0.604822, 1.80344, 4.08982
-0.40122, 2.24591, 2.97923
-0.495906, 1.86298, 0.0650591
-0.470656, 1.89852, 5.08643
-0.673384, 1.95906, 1.06457
-0.575398, 2.18441, 1.04293
-0.587687, 2.16017, 0.404713
-0.449832, 2.13196, 8.09671
-0.632485, 2.03774, 3.02693
-0.562208, 2.15352, 0.348492
-0.547832, 2.12964, 4.64792
-0.530869, 2.00983, 13.1993
-0.545447, 2.08773, 4.40172
-0.554887, 2.06874, 11.8933
-0.525685, 2.08889, 9.48765
-0.542726, 2.04644, 3.82448
-0.521243, 2.03486, 8.0004
-0.508376, 2.05534, 15.9046
-0.496481, 2.07472, 1.61216
@@@,@@@,@@@
1.73845, 4.5267, 105.779
2.16506, 4.6349, 0.400078
1.8082, 4.84508, 1.23898
2.01551, 4.55838, 3.79961
1.91673, 4.70422, 0.834817
1.60948, 4.33418, 0.664607
1.91364, 4.65143, 0.614757
1.91298, 4.53778, 0.503541
1.7195, 4.40671, 0.209447
1.81404, 4.53484, 6.44638
1.77218, 4.60209, 0.696071
1.72525, 4.46331, 10.0958
1.77598, 4.47232, 1.9787
1.74953, 4.4975, 28.2713
1.7354, 4.48594, 1.90937
1.75203, 4.57894, 2.83813
1.62324, 4.50887, 0.0739673
1.71756, 4.57129, 0.917522
1.64326, 4.5442, 5.95932
1.65614, 4.55946, 8.3363
1.66404, 4.53317, 6.92958
1.69327, 4.5399, 23.2107
@@@,@@@,@@@
0.958654, 3.45829, 102.472
1.30424, 3.59956, 1.6224
1.12571, 3.79014, 0.0582839
0.75578, 3.7769, 1.18516
1.45948, 3.45679, 0.212247
1.00002, 3.79774, 0.859374
1.05243, 3.75685, 0.41254
1.00932, 3.72048, 3.50272
1.15847, 3.56304, 2.62045
1.13231, 3.55574, 9.42891
0.846426, 3.17991, 1.9253
1.16373, 3.39973, 0.149347
1.12164, 3.44141, 1.26394
1.09073, 3.5165, 2.07954
0.851505, 3.60008, 3.48873
0.839176, 3.56985, 0.991644
0.776723, 3.47824, 1.91297
0.77565, 3.40469, 1.18676
0.772468, 3.42921, 0.759156
0.974429, 3.53946, 3.10671
0.897665, 3.53037, 5.44893
0.863635, 3.52011, 0.798629
1.02632, 3.44908, 1.57489
0.997696, 3.48367, 3.51836
0.936637, 3.4911, 8.06218
0.827808, 3.27402, 0.558429
0.813393, 3.36152, 0.546726
0.994972, 3.37027, 3.53054
0.876364, 3.42687, 4.00104
0.955533, 3.35293, 1.44619
0.902925, 3.41328, 3.13226
0.929069, 3.38185, 2.25282
0.88937, 3.33448, 8.30204
0.875198, 3.35132, 1.47452
0.890184, 3.36942, 3.10144
0.897789, 3.36366, 18.6486
@@@,@@@,@@@
-1.98376, 3.42822, 103.186
-2.30262, 3.22364, 2.84496
-1.68038, 3.67692, 0.915689
-1.9925, 3.0523, 0.118516
-2.26455, 3.55282, 0.161985
-2.03705, 3.57607, 5.85164
-1.91518, 3.3719, 10.0888
-2.03995, 3.41665, 6.05726
-1.99644, 3.37705, 7.84259
-2.01879, 3.4072, 2.96319
-1.9589, 3.39772, 15.098
-1.98591, 3.40592, 0.990354
-1.99892, 3.4332, 5.80724
-1.99311, 3.47473, 4.6988
-1.96935, 3.4742, 6.86279
-1.96881, 3.44849, 2.75088
-1.95336, 3.44391, 30.1319
-1.94651, 3.45838, 0.213575
@@@,@@@,@@@
2.32618, 2.2909, 108.046
2.22277, 2.01472, 0.254077
2.12104, 2.38323, 0.577232
2.1522, 2.20445, 0.0779612
2.17319, 2.19904, 0.266675
2.4224, 2.41218, 0.853078
2.26302, 2.16406, 3.22291
2.31456, 2.14962, 0.233945
2.293, 2.15607, 2.88181
2.27104, 2.18816, 0.686839
2.3866, 2.18919, 0.941398
2.24787, 2.21189, 1.34071
2.34934, 2.23402, 4.49352
2.32797, 2.24612, 2.89748
2.28139, 2.29834, 2.73561
2.31082, 2.28537, 6.23633
2.32586, 2.28815, 0.864974
2.31578, 2.29908, 1.96136
2.3278, 2.32272, 13.2069
2.32675, 2.29674, 7.62577
2.33523, 2.30629, 34.9291
2.33264, 2.31043, 21.8711
@@@,@@@,@@@
-0.879408, 5.16346, 101.225
-0.491332, 5.23232, 0.805957
-0.508386, 5.09327, 0.574143
-0.743511, 4.82355, 0.732057
-1.1103, 4.97533, 2.11138
-1.07315, 4.93779, 0.745661
-0.960093, 5.42765, 1.43262
-0.68245, 4.98901, 0.371952
-1.06738, 5.32861, 0.784517
-0.844339, 5.39785, 0.889194
-0.966536, 4.9633, 0.720152
-0.652405, 5.18592, 0.387034
-0.787743, 5.17035, 2.53259
-0.742219, 5.19711, 11.7941
-0.730558, 5.18785, 8.97356
-0.816361, 5.01658, 0.691248
-1.06828, 5.19314, 0.869011
-1.00093, 5.28116, 0.254018
-1.04478, 5.2291, 2.23191
-1.04908, 5.209, 0.505573
-0.934688, 5.28717, 2.16306
-0.837755, 5.09162, 1.95165
-0.83129, 5.22979, 0.601965
-0.817227, 5.18438, 9.03591
-0.850362, 5.19793, 0.80942
-0.841488, 5.13121, 7.52043
-0.850434, 5.183, 4.21956
-0.855522, 5.10946, 0.438981
-0.923249, 5.2427, 0.891125
-1.03066, 5.19859, 1.07264
-0.901771, 5.20875, 2.89084
-0.905106, 5.19031, 1.41883
-0.962793, 5.07255, 1.38381
-0.950625, 5.10778, 5.96067
-0.943479, 5.1665, 1.78816
-0.967405, 5.1456, 15.4647
-0.951826, 5.12869, 6.49628
@@@,@@@,@@@
0.0820143, 5.9328, 100.617
-0.254815, 5.92136, 0.551612
-0.178934, 5.87796, 0.480598
-0.0850219, 6.09095, 0.822306
0.223339, 5.75513, 0.718725
-0.0406722, 5.99956, 5.88857
0.157519, 6.06337, 0.323989
0.209347, 5.9105, 6.08862
0.0139956, 5.95316, 1.86956
0.0164948, 5.92288, 3.96437
0.0837998, 5.85928, 4.44565
0.145346, 5.89075, 2.86716
0.137667, 5.89939, 2.69961
0.0467778, 5.91105, 3.4216
0.0535658, 5.90956, 1.01239
0.125949, 5.91986, 1.08149
0.0658279, 5.96311, 5.96396
0.121233, 5.93837, 3.77188
0.0725433, 5.94532, 3.33065
0.0753368, 5.93933, 4.62598
0.0887793, 5.94982, 7.3911
0.0954562, 5.94165, 10.1582
0.0897966, 5.92912, 29.2012
@@@,@@@,@@@
1.14304, 4.64672, 107.366
1.37655, 4.35043, 0.277609
1.02543, 4.74241, 1.2445
1.05058, 4.60008, 0.189115
0.964137, 4.49712, 0.0361113
0.974729, 4.7566, 2.24625
1.13767, 4.82718, 0.38184
1.29998, 4.73274, 1.04341
1.31, 4.5835, 0.781931
1.17496, 4.6934, 10.8057
1.19418, 4.68996, 15.5511
1.14394, 4.71111, 3.53565
1.10644, 4.58002, 22.0636
1.09594, 4.64879, 6.30221
1.16954, 4.63972, 2.00335
1.1623, 4.61897, 2.24366
1.13903, 4.64328, 29.361
1.13973, 4.63101, 9.42739
@@@,@@@,@@@
0.665035, 4.93037, 104.954
0.408422, 4.67705, 0.64798
0.414881, 5.17577, 0.115811
0.646962, 5.22185, 1.03051
0.429084, 5.02604, 2.64981
0.836106, 5.05691, 0.667777
0.777034, 4.8621, 2.82586
0.669896, 4.80488, 2.77139
0.612342, 5.02498, 3.6745
0.593918, 5.00636, 5.66611
0.756145, 4.89272, 3.38404
0.624169, 4.86671, 2.6594
0.663999, 4.98981, 1.26948
0.648827, 4.97839, 9.36258
0.705716, 4.96656, 3.73273
0.721499, 4.92197, 8.4268
0.622464, 4.93389, 1.51765
0.668719, 4.92096, 23.0234
0.664557, 4.90733, 10.0097
0.669495, 4.90328, 21.7
@@@,@@@,@@@
-0.11232, 2.42503, 108.253
-0.0821777, 2.05673, 0.088335
-0.140398, 2.10281, 1.33224
0.786674, 2.4208, 0.062203
0.021397, 2.44835, 0.43607
-0.0477412, 2.3809, 7.28316
-0.0421587, 2.39541, 5.49755
-0.0816759, 2.51942, 2.66411
-0.0841134, 2.47758, 23.933
-0.0910339, 2.48765, 6.34244
-0.0987023, 2.39922, 7.315
-0.118586, 2.43472, 17.5253
-0.143309, 2.43885, 1.39374
-0.165443, 2.37668, 0.181939
-0.176611, 2.39116, 8.9986
-0.165612, 2.39281, 5.4701
-0.156113, 2.40049, 19.8884
@@@,@@@,@@@
-1.12131, 2.09452, 107.212
-0.790914, 2.2966, 0.152413
-0.743139, 2.11708, 0.230919
-0.813275, 2.24345, 3.78061
-1.09548, 1.76702, 0.078708
-0.917938, 2.24553, 0.423517
-0.930508, 1.94956, 0.444325
-1.35454, 2.21519, 0.211139
