ETA,PHI,PT
1.18364, 0.251998, 18.3085
1.18104, 0.22742, 23.7973
1.1661, 0.202608, 27.9733
@@@,@@@,@@@
0.921774, 1.20286, 107.21
1.27469, 1.35353, 0.070428
1.28286, 1.30348, 0.134393
1.17641, 1.41414, 2.52218
0.616616, 1.29022, 1.01839
0.693815, 1.38319, 0.656473
1.08635, 1.30491, 0.0235885
0.822221, 1.37244, 0.0187528
0.767338, 1.28965, 0.103807
0.96703, 1.27373, 5.95501
0.985677, 1.13508, 3.89943
1.00272, 1.20931, 0.0839295
0.81934, 1.19013, 0.188061
0.857854, 1.2155, 0.522718
0.920038, 1.27106, 1.74145
0.923263, 1.1533, 3.06883
0.888672, 1.16762, 5.5158
0.885134, 1.1888, 22.3631
0.922636, 1.20843, 1.24532
0.910694, 1.20844, 25.2615
0.951089, 1.18092, 3.74755
0.929433, 1.1871, 29.1849
@@@,@@@,@@@
0.689673, 0.302005, 108.521
1.00998, 0.464435, 0.778899
0.508546, 0.61653, 0.136069
0.998065, 0.486796, 2.06739
0.870478, 0.537017, 13.6637
0.883884, 0.520131, 2.86841
0.936497, 0.37023, 2.98095
0.517304, 0.536177, 3.10514
0.86649, 0.421412, 0.812523
0.94662, 0.203655, 2.83582
0.818324, 0.182559, 0.264252
0.691843, 0.299929, 2.66739
0.671428, 0.300495, 7.8229
0.625816, 0.213204, 8.63071
0.610936, 0.249938, 6.64586
0.601471, 0.240918, 16.0371
0.591124, 0.230537, 8.26683
0.60147, 0.222451, 29.7334
@@@,@@@,@@@
1.29449, 5.19109, 100.174
1.51957, 5.56672, 0.236562
1.51861, 4.90834, 0.600872
1.61009, 5.28331, 0.0446693
1.57424, 5.30027, 3.3276
1.09765, 5.31615, 0.284778
1.9853, 5.40279, 0.619809
1.4098, 5.39986, 0.20095
1.44861, 5.119, 3.01966
1.15834, 5.27622, 1.43627
1.31073, 5.07607, 3.24891
1.16078, 5.21556, 2.48899
1.21649, 5.20442, 1.48604
1.29797, 5.18228, 11.1625
1.26837, 5.19534, 59.9401
1.26274, 5.16961, 12.1967
@@@,@@@,@@@
-0.157441, 1.01296, 104.865
0.371311, 1.27926, 0.139362
-0.775502, 0.692843, 0.19657
0.0936828, 0.7871, 0.0615424
0.148248, 1.01511, 1.75669
0.0897789, 0.858637, 0.863706
-0.0583908, 0.877606, 4.97354
-0.0443964, 0.952305, 2.22389
-0.256697, 0.926958, 2.09225
-0.216163, 1.12994, 0.656489
-0.245782, 0.962978, 1.41677
-0.193324, 0.93913, 2.0904
-0.153758, 1.11635, 0.402483
-0.222751, 1.059, 3.48466
-0.163885, 0.993426, 11.202
-0.179301, 1.06114, 0.337365
-0.197837, 1.03134, 1.39954
-0.158422, 1.02516, 21.4182
-0.168225, 1.03245, 41.5311
-0.173027, 1.03653, 8.73533
@@@,@@@,@@@
-2.04064, 5.27554, 106.784
-1.87582, 5.60268, 0.26857
-1.9149, 5.61314, 0.769721
-1.7886, 5.15841, 0.603001
-2.20001, 5.38027, 0.874699
-2.16149, 5.18332, 4.80138
-2.18538, 5.28384, 2.03947
-2.17678, 5.24603, 0.111082
-2.08029, 5.15395, 0.508638
-1.99433, 5.19047, 8.35715
-1.94569, 5.25774, 6.72186
-2.06239, 5.31214, 30.6719
-1.98661, 5.29138, 1.13793
-2.0275, 5.26672, 42.644
-2.0319, 5.30165, 7.42181
@@@,@@@,@@@
1.72427, 3.3161, 102.238
1.83072, 2.99153, 0.558808
1.53263, 3.21704, 0.735186
1.56355, 3.16819, 0.834132
1.86259, 3.4257, 3.80013
1.58875, 3.34128, 2.28095
1.80829, 3.23805, 2.73891
1.80416, 3.29524, 16.2612
1.74349, 3.25698, 0.419777
1.63333, 3.29988, 5.6748
1.75656, 3.34639, 4.59648
1.67772, 3.33779, 21.8263
1.73991, 3.31967, 5.62569
1.70583, 3.31777, 10.7752
1.71231, 3.31303, 26.1968
