ETA,PHI,PT
-0.900338, 2.64492, 0.427748
-1.3142, 2.09846, 0.161013
-1.14414, 2.06951, 2.41723
-1.34732, 2.13025, 0.167084
-1.43239, 2.26173, 1.17342
-1.09363, 2.20542, 0.0608333
-1.32124, 2.28112, 3.39599
-1.31823, 2.30046, 2.10696
-1.35042, 2.38135, 1.5563
-1.09579, 2.24373, 0.560123
-1.28455, 2.54537, 0.10146
-1.05047, 2.56065, 0.216598
-1.14877, 2.54772, 1.91629
-1.20892, 2.30422, 1.33945
-1.2241, 2.40453, 1.32249
-1.16426, 2.47743, 4.22079
-1.10823, 2.45701, 5.10782
-1.17051, 2.46267, 7.85354
-1.10777, 2.41131, 11.3387
-1.1118, 2.3955, 3.43113
-1.1799, 2.36526, 2.86373
-1.14203, 2.38838, 5.66825
-1.16412, 2.3854, 12.1394
-1.15152, 2.42939, 8.04838
-1.15071, 2.40678, 2.46955
-1.17504, 2.413, 18.3085
-1.19109, 2.4149, 6.15488
